City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
528,Behbahan,IR,84.2,clear sky,30.6,50.24,Esteghlal Hotel
530,Basoko,CD,76.14,overcast clouds,1.24,23.62,Flat Hotel La Benediction
533,Teonthar,IN,81.23,scattered clouds,24.98,81.65,अमरजीत त्रिपाठी सदन
534,Moberly,US,84.0,scattered clouds,39.42,-92.44,Super 8 by Wyndham Moberly MO
538,Sidhauli,IN,82.4,mist,27.28,80.83,Rainbow Garden
539,Jacareacanga,BR,92.57,broken clouds,-6.22,-57.75,Casa do Ian😎
540,Bubaque,GW,79.61,overcast clouds,11.28,-15.83,Casa Dora
547,Kribi,CM,76.8,overcast clouds,2.95,9.92,Les Vagues bleues
548,Ranong,TH,80.02,overcast clouds,9.97,98.63,Tinidee Hotel@Ranong
550,Winslow,US,91.4,clear sky,35.02,-110.7,Best Western Plus Winslow Inn
554,Mahibadhoo,MV,83.05,scattered clouds,3.78,72.97,Omadhoo Inn
557,Nandurbar,IN,77.56,clear sky,21.37,74.25,Hotel Heera Executive
558,Nisia Floresta,BR,78.8,few clouds,-6.09,-35.21,Rancho Crepusculo
559,Thinadhoo,MV,82.18,scattered clouds,0.53,72.93,
561,Volgodonsk,RU,73.02,clear sky,47.51,42.15,Kovcheg
568,Ternate,ID,79.61,light rain,0.8,127.4,Grand Dafam Bela Ternate
570,Balikpapan,ID,74.73,overcast clouds,-1.27,116.83,Grand Jatra Hotel Balikpapan
571,Palestine,PS,86.0,broken clouds,31.92,35.2,Grand Park Hotel
578,Harper,LR,75.92,light rain,4.38,-7.72,Screensaver
579,Ukiah,US,91.99,haze,39.15,-123.21,Hampton Inn Ukiah
582,Pangkalanbuun,ID,74.82,overcast clouds,-2.68,111.62,Grand Kecubung Hotel
584,Salem,IN,76.82,light rain,11.65,78.17,Hotel Laila palace
585,Fukue,JP,77.45,clear sky,32.69,128.84,Goto Guesthouse Utojuku & SA Car Rental
588,Gorontalo,ID,74.43,broken clouds,0.54,123.06,Maqna Hotel by Prasanthi
593,Santiago Del Estero,AR,75.56,clear sky,-27.8,-64.26,Hotel Urbano
595,Salinopolis,BR,80.65,clear sky,-0.61,-47.36,Hotel Salinópolis
597,Watertown,US,78.01,broken clouds,42.37,-71.18,Super 8 by Wyndham Watertown/Cambridge/Boston Area
598,Pascagoula,US,96.8,broken clouds,30.37,-88.56,Regency Inn
600,Kulhudhuffushi,MV,81.34,moderate rain,6.62,73.07,Haajy Guest House 1
601,Gloversville,US,73.99,scattered clouds,43.05,-74.34,Holiday Inn Johnstown-Gloversville
607,Gebze,TR,75.2,clear sky,40.8,29.43,Holiday Inn Gebze - Istanbul Asia
608,Sola,VU,77.38,overcast clouds,-13.88,167.55,Leumerus Bungalows
610,Turayf,SA,89.6,scattered clouds,31.67,38.66,Swiss Spirit Hotel & Suites Turaif
612,Cornwall,CA,77.0,clear sky,45.02,-74.73,Ramada by Wyndham Cornwall
615,Jonesboro,US,84.99,broken clouds,35.84,-90.7,Hilton Garden Inn Jonesboro
616,Gouyave,GD,82.4,broken clouds,12.16,-61.73,Rumboat Retreat
617,Darnah,LY,77.22,clear sky,32.77,22.64,زاوية الرفاعي
618,Ewa Beach,US,86.0,clear sky,21.32,-158.01,Hampton Inn & Suites Oahu/Kapolei
621,Muskegon,US,78.8,scattered clouds,43.3,-86.13,Timberline Estates
622,Nicoya,CR,86.0,scattered clouds,10.15,-85.45,Guayacan Real
623,Kisaran,ID,74.44,moderate rain,2.98,99.62,Kost Orange Pak Zul
624,Biak,ID,76.21,broken clouds,-0.91,122.88,Kost Ariz
625,Poso,ID,77.04,broken clouds,-1.4,120.75,Hotel 77 Poso
626,Kuala Terengganu,MY,78.8,few clouds,5.33,103.14,Hotel Grand Continental Kuala Terengganu (4 Star)
631,Kathu,TH,84.99,light rain,7.92,98.33,Novotel Phuket Resort
633,Luganville,VU,75.2,broken clouds,-15.53,167.17,The Espiritu Hotel
635,Safaga,EG,91.4,clear sky,26.73,33.94,Lamar Resort Abu Soma
636,Porto Nacional,BR,95.0,broken clouds,-10.71,-48.42,Vila Real Hotel
637,Adeje,ES,75.0,few clouds,28.12,-16.73,Gran Tacande Wellness & Relax Costa Adeje
638,Tiarei,PF,82.4,few clouds,-17.53,-149.33,Le Rocher de Tahiti
639,Shimoda,JP,75.99,broken clouds,34.67,138.95,Shimoda Tokyu Hotel
640,Tuy Hoa,VN,77.22,broken clouds,13.08,109.3,CenDeluxe Hotel Tuy Hoa
645,Hounde,BF,74.26,light rain,11.5,-3.52,
647,Kandrian,PG,79.23,light rain,-6.22,149.55,Kandrian Station
651,Yangambi,CD,73.99,broken clouds,0.81,24.43,
652,Euclid,US,82.99,scattered clouds,41.59,-81.53,Econo Lodge Wickliffe - Cleveland East
653,Bom Jesus,BR,87.08,scattered clouds,-9.07,-44.36,Hotel Brasão & Floricultura Bella Flor
655,Anjar,IN,82.08,overcast clouds,23.13,70.02,Manav Residency
656,Ipua,BR,81.57,broken clouds,-20.44,-48.01,Hotel e Restaurante M. Martins
660,Dangriga,BZ,89.6,scattered clouds,16.97,-88.23,Chaleanor Hotel
667,Trairi,BR,78.6,few clouds,-3.28,-39.27,Pousada Field Lilies - Trairi
670,Gat,IL,84.99,clear sky,31.61,34.76,OlusHome
673,Latung,PH,83.44,scattered clouds,5.5,120.88,
674,Pundaguitan,PH,82.87,broken clouds,6.37,126.17,Leonardo Family Beach House 1
675,Mongu,ZM,73.45,clear sky,-15.25,23.13,Country Lodge Mongu
676,Mbanza-Ngungu,CD,75.87,scattered clouds,-5.25,14.87,Hotel Full Business
677,Shingu,JP,76.21,heavy intensity rain,33.73,135.98,Shingu UI Hotel
681,Mahajanga,MG,77.0,few clouds,-15.72,46.32,Restaurant Greedy Coco Lodge Majunga
684,Avera,US,93.2,clear sky,33.19,-82.53,
686,Mayor Pablo Lagerenza,PY,83.1,few clouds,-19.93,-60.77,
687,Biaora,IN,73.56,scattered clouds,23.87,76.92,SARPANCH MOTEL HOTEL
688,Puerto Escondido,MX,87.8,broken clouds,15.85,-97.07,Aldea del Bazar Hotel and Spa
691,Muli,MV,82.58,scattered clouds,2.92,73.57,Medhufushi Island Resort
692,Manta,EC,77.0,few clouds,-0.95,-80.73,Balandra Hotel
693,Cocoa Beach,US,91.0,clear sky,28.32,-80.61,La Quinta Inn by Wyndham Cocoa Beach-Port Canaveral
699,Durango,MX,75.6,overcast clouds,24.83,-104.83,
701,Olinda,BR,78.8,scattered clouds,-8.01,-34.86,Hotel 5 Sóis
