City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
362,Coahuayana,MX,18.73,-103.68,82.4,78,75,11.41,broken clouds
363,Iqaluit,CA,63.75,-68.51,48.2,66,90,13.87,overcast clouds
364,Taltal,CL,-25.4,-70.48,61.7,59,22,7.2,few clouds
365,Kurilsk,RU,45.23,147.88,57.9,88,4,5.99,clear sky
366,Sabang,ID,5.89,95.32,83.17,73,99,10.87,overcast clouds
367,Kahului,US,20.89,-156.47,87.8,48,40,16.11,scattered clouds
368,Aklavik,CA,68.22,-135.01,51.8,87,75,5.82,broken clouds
369,Cairns,AU,-16.92,145.77,69.8,88,75,9.17,light intensity shower rain
370,Parva,RO,47.4,24.55,57.99,89,98,1.54,light rain
371,Tura,IN,25.52,90.22,74.93,83,72,1.95,broken clouds
372,Crystal Beach,CA,42.87,-79.06,81.0,60,77,5.01,broken clouds
373,Anadyr,RU,64.75,177.48,44.6,81,20,17.9,few clouds
374,Kushmurun,KZ,52.45,64.63,49.01,69,15,10.76,few clouds
375,Mandan,US,46.83,-100.89,73.4,37,75,13.87,broken clouds
376,Cabedelo,BR,-6.98,-34.83,77.0,69,20,12.75,few clouds
377,Moerai,PF,-22.43,-151.33,72.37,80,93,13.02,overcast clouds
378,Nancha,CN,47.13,129.27,61.5,85,100,13.33,overcast clouds
379,Port Blair,IN,11.67,92.75,81.99,76,24,4.38,few clouds
380,Divnomorskoye,RU,44.5,38.14,75.65,74,50,0.56,scattered clouds
381,Moshenskoye,RU,58.51,34.59,58.1,81,100,8.34,overcast clouds
382,Columbus,US,39.96,-83.0,84.0,69,40,5.82,scattered clouds
383,Guerrero Negro,MX,27.98,-114.06,82.54,51,0,14.85,clear sky
384,Ayan,RU,56.45,138.17,52.95,89,100,5.91,overcast clouds
385,Ozernovskiy,RU,51.5,156.52,51.98,95,100,10.09,overcast clouds
386,Martapura,ID,-3.42,114.85,71.1,93,98,1.41,overcast clouds
387,Port Hedland,AU,-20.32,118.57,60.8,51,0,6.93,clear sky
388,Muros,ES,42.78,-9.06,70.0,72,0,4.83,clear sky
389,Laksar,IN,29.77,78.05,79.11,83,95,3.94,overcast clouds
390,Kharan,PK,28.58,65.42,80.92,16,0,2.06,clear sky
391,Kralendijk,BQ,12.15,-68.27,86.0,74,40,12.75,scattered clouds
392,Clyde River,CA,70.47,-68.59,42.8,81,75,8.05,broken clouds
393,Saint-Georges,GD,12.06,-61.75,82.4,78,75,9.17,broken clouds
394,Payo,ID,-3.75,103.64,71.78,95,15,1.81,light rain
395,Cassilandia,BR,-19.11,-51.73,89.83,19,2,6.11,clear sky
396,Auch,FR,43.65,0.58,69.01,57,0,5.28,clear sky
397,Valparaiso,CL,-33.04,-71.63,62.6,59,24,13.87,few clouds
398,Fairbanks,US,64.84,-147.72,59.0,67,40,4.7,scattered clouds
399,Isiro,CD,2.77,27.62,66.13,98,100,2.8,light rain
400,Hofn,IS,64.25,-15.21,48.94,73,100,19.37,light rain
401,Okitipupa,NG,6.5,4.78,73.56,96,85,2.64,overcast clouds
402,Tahta,EG,26.77,31.5,89.6,31,0,9.17,clear sky
403,Clarksdale,US,34.2,-90.57,87.8,66,80,13.11,light rain
404,Neiafu,TO,-18.65,-173.98,75.2,88,75,5.82,broken clouds
405,Magadi,IN,12.97,77.23,71.6,100,75,1.12,broken clouds
406,Rawson,AR,-43.3,-65.1,56.79,37,100,16.53,overcast clouds
407,Steinbach,DE,50.17,8.57,66.0,77,20,1.12,few clouds
408,Bhuj,IN,23.27,69.67,80.82,77,98,6.73,overcast clouds
409,Geraldton,AU,-28.77,114.6,48.2,93,0,8.05,clear sky
410,Grand-Santi,GF,4.25,-54.38,86.25,61,55,2.21,broken clouds
411,Launceston,AU,-41.45,147.17,46.0,81,40,13.87,scattered clouds
412,Port Moresby,PG,-9.44,147.18,75.25,90,75,10.09,broken clouds
413,Gazli,UZ,40.13,63.45,74.44,22,0,6.42,clear sky
414,Pau Dos Ferros,BR,-6.11,-38.21,85.19,29,46,4.97,scattered clouds
415,Comodoro Rivadavia,AR,-45.87,-67.5,57.2,42,40,16.11,scattered clouds
416,Tabas,IR,33.6,56.92,80.6,14,0,2.24,clear sky
417,Komsomolskiy,UZ,40.43,71.72,66.2,55,0,9.17,clear sky
418,Lithgow,AU,-33.48,150.15,54.0,71,51,5.19,broken clouds
419,Atar,MR,20.52,-13.05,96.62,17,10,1.59,clear sky
420,Valera,VE,9.32,-70.6,78.85,74,96,0.89,moderate rain
421,Channel-Port Aux Basques,CA,47.57,-59.14,62.02,94,100,15.19,light rain
422,Stawell,AU,-37.05,142.77,38.35,97,100,4.74,overcast clouds
423,Uyuni,BO,-20.46,-66.83,56.28,21,8,18.16,clear sky
424,Borgarnes,IS,64.54,-21.92,44.6,70,75,28.86,broken clouds
425,Bethanien,NA,-26.5,17.16,61.68,21,0,8.43,clear sky
426,Nanortalik,GL,60.14,-45.24,45.63,84,100,14.2,moderate rain
427,Cap Malheureux,MU,-19.98,57.61,66.0,71,1,4.0,clear sky
428,Kieta,PG,-6.22,155.63,81.68,72,82,4.03,broken clouds
429,Mama,RU,58.31,112.9,49.69,82,0,2.98,clear sky
430,Bandarbeyla,SO,9.49,50.81,76.08,81,55,20.47,broken clouds
431,Grand Gaube,MU,-20.01,57.66,66.0,71,2,4.0,clear sky
432,Dawlatabad,AF,36.41,64.91,68.05,25,0,2.35,clear sky
433,Yaounde,CM,3.87,11.52,75.2,94,75,3.36,thunderstorm
434,Manga,BF,11.66,-1.07,75.81,91,90,6.13,overcast clouds
435,Oranjemund,NA,-28.55,16.43,59.07,49,0,4.99,clear sky
436,Point Pleasant,US,40.08,-74.07,82.4,48,1,9.17,clear sky
437,Saint Anthony,US,45.02,-93.22,70.0,42,40,16.11,scattered clouds
438,Maarianhamina,AX,60.1,19.93,60.8,93,40,8.05,scattered clouds
439,Bonavista,CA,48.65,-53.11,64.0,78,43,11.01,scattered clouds
440,Karasjok,NO,69.47,25.51,57.2,67,1,41.38,clear sky
441,Lesosibirsk,RU,58.24,92.48,59.07,96,27,6.15,scattered clouds
442,Villa De Cura,VE,10.04,-67.49,78.33,78,55,3.27,light rain
443,Shaoyang,CN,27.23,111.45,72.52,71,77,2.84,light rain
444,Deputatskiy,RU,69.3,139.9,32.16,98,2,3.74,clear sky
445,Praya,CV,14.92,-23.51,82.4,74,75,6.93,broken clouds
446,Liberal,US,37.04,-100.92,82.4,32,1,20.8,clear sky
447,Kruisfontein,ZA,-34.0,24.73,64.0,59,52,11.01,broken clouds
448,Camocim,BR,-2.9,-40.84,80.73,62,0,16.75,clear sky
449,Hearst,CA,49.68,-83.67,55.71,77,71,20.6,light rain
450,Kinsale,IE,51.71,-8.53,54.0,87,20,10.29,few clouds
451,Meadow Lake,US,34.8,-106.54,93.2,9,1,3.36,clear sky
452,Sorland,NO,67.67,12.69,62.6,51,45,11.41,scattered clouds
453,Menongue,AO,-14.66,17.69,73.31,32,38,4.63,scattered clouds
454,Kachug,RU,53.96,105.88,47.88,86,0,1.54,clear sky
455,Longyearbyen,SJ,78.22,15.64,42.8,93,75,2.24,light rain
456,Quatre Cocos,MU,-20.21,57.76,66.2,72,20,9.17,few clouds
457,Mujiayingzi,CN,42.12,118.78,56.37,69,100,10.6,overcast clouds
458,Dubreka,GN,9.79,-13.52,75.97,87,100,6.2,overcast clouds
459,Nizhnyaya Tavda,RU,57.67,66.17,46.6,93,92,12.28,light rain
460,Grindavik,IS,63.84,-22.43,44.6,75,75,28.86,broken clouds
461,Dali,CN,25.7,100.18,63.91,81,87,2.68,overcast clouds
462,Dar Es Salaam,TZ,-6.82,39.27,73.4,88,20,5.82,few clouds
463,Redmond,US,47.67,-122.12,82.99,47,0,1.01,clear sky
464,Samarai,PG,-10.62,150.67,78.06,84,84,15.37,broken clouds
465,Vestmannaeyjar,IS,63.44,-20.27,50.47,70,75,26.42,broken clouds
466,Stromness,GB,58.97,-3.3,55.4,71,0,21.92,clear sky
467,Vila Franca Do Campo,PT,37.72,-25.43,73.4,73,75,4.68,broken clouds
468,Codrington,AU,-38.27,141.97,43.34,92,96,11.59,overcast clouds
469,Agadir,MA,30.42,-9.6,66.2,88,40,4.7,scattered clouds
470,Barabinsk,RU,55.36,78.36,42.85,96,28,8.3,scattered clouds
471,Pecos,US,31.42,-103.49,98.6,19,1,4.7,clear sky
472,Savannah Bight,HN,16.45,-85.85,84.2,77,32,13.15,scattered clouds
473,Mardin,TR,37.31,40.74,81.28,14,0,9.84,clear sky
474,Murashi,RU,59.4,48.96,43.92,82,84,1.43,broken clouds
475,Ploemeur,FR,47.73,-3.43,64.4,93,90,8.05,overcast clouds
476,Araouane,ML,18.9,-3.53,97.18,29,22,6.89,few clouds
477,Canning,IN,22.32,88.67,84.2,94,20,4.7,haze
478,Mega,ET,4.05,38.3,62.42,65,4,12.68,clear sky
479,Taoudenni,ML,22.68,-3.98,102.16,18,96,16.26,light rain
480,Raton,US,36.9,-104.44,84.2,16,1,8.05,clear sky
481,Southbridge,US,42.08,-72.03,80.01,51,42,5.93,scattered clouds
482,Oktyabrskiy,RU,54.48,53.47,44.28,87,0,3.15,clear sky
483,Pokrovskoye,RU,47.42,38.9,79.39,35,84,19.77,broken clouds
484,Nouakchott,MR,18.09,-15.98,86.0,74,10,9.17,clear sky
485,Neryungri,RU,56.67,124.65,46.9,79,99,2.75,overcast clouds
486,Condega,NI,13.37,-86.4,80.6,57,40,1.39,scattered clouds
487,Mokhsogollokh,RU,61.47,128.92,47.97,85,5,3.65,clear sky
488,Broome,US,42.25,-75.83,72.0,73,40,11.41,scattered clouds
489,Kalmunai,LK,7.42,81.82,80.1,83,86,4.52,overcast clouds
490,Abu Samrah,SY,35.3,37.18,88.56,14,2,7.34,clear sky
491,Aloleng,PH,16.13,119.78,80.96,79,78,2.19,broken clouds
492,Conneaut,US,41.95,-80.55,82.0,57,1,12.75,clear sky
493,Anton Lizardo,MX,19.05,-95.98,87.01,70,75,9.17,broken clouds
494,Maragogi,BR,-9.01,-35.22,73.89,82,62,10.0,broken clouds
495,Estreito,BR,-5.78,-43.25,85.66,26,43,2.71,scattered clouds
496,Marienburg,PL,54.04,19.03,57.2,82,95,4.7,overcast clouds
497,Klyuchi,RU,52.27,79.17,55.04,69,93,9.95,overcast clouds
498,Baruun-Urt,MN,46.68,113.28,53.69,63,85,3.38,overcast clouds
499,Aykino,RU,62.22,49.99,49.44,84,100,3.76,overcast clouds
500,Koidu,SL,8.42,-10.83,71.6,96,99,3.13,light rain
501,Corowa,AU,-36.03,146.38,37.99,94,98,0.83,overcast clouds
502,Nanakuli,US,21.39,-158.15,86.0,58,1,8.05,clear sky
503,Jibuti,DJ,11.5,42.5,93.2,46,20,3.36,few clouds
504,Hamilton,US,39.18,-84.53,84.99,62,90,16.11,overcast clouds
505,Gamba,GA,-2.65,10.0,74.41,87,100,9.17,overcast clouds
506,Cordoba,AR,-31.41,-64.18,59.0,71,0,11.41,clear sky
507,Buraydah,SA,26.33,43.98,93.2,30,40,5.82,scattered clouds
508,Guatire,VE,10.48,-66.54,71.01,86,92,1.01,overcast clouds
509,Jiehu,CN,35.54,118.45,59.74,72,0,1.83,clear sky
510,Ixtapa,MX,20.7,-105.2,90.0,74,40,10.29,scattered clouds
511,Batagay-Alyta,RU,67.8,130.41,46.53,76,100,1.45,overcast clouds
512,Adiake,CI,5.29,-3.3,77.0,88,40,9.17,scattered clouds
513,Palmer,US,42.16,-72.33,81.0,36,75,10.29,broken clouds
514,Srednekolymsk,RU,67.45,153.68,40.03,71,100,5.93,overcast clouds
515,Lipin Bor,RU,60.26,37.98,55.65,78,100,11.03,overcast clouds
516,Chicama,PE,-7.84,-79.15,70.03,56,0,10.87,clear sky
517,Kosovska Mitrovica,XK,42.88,20.87,60.8,82,75,10.29,light rain
518,Smithers,CA,54.78,-127.17,57.2,76,75,3.36,broken clouds
519,Barahona,DO,18.21,-71.1,89.6,66,75,14.99,broken clouds
520,Pontianak,ID,-0.03,109.33,75.15,93,100,3.13,light rain
521,Saint-Pierre,RE,-21.34,55.48,64.4,77,40,6.93,scattered clouds
522,Bowen,AU,-20.02,148.23,60.8,100,75,5.82,broken clouds
523,Gidam,IN,18.98,81.4,73.27,89,97,0.89,overcast clouds
524,Comillas,PH,15.4,120.7,76.14,90,87,1.77,overcast clouds
525,Kisanga,TZ,-7.44,37.7,73.62,64,30,6.4,scattered clouds
526,Alofi,NU,-19.06,-169.92,78.8,88,75,6.93,broken clouds
527,Brae,GB,60.4,-1.35,53.6,81,9,18.34,clear sky
528,Behbahan,IR,30.6,50.24,84.2,26,0,1.57,clear sky
529,Erenhot,CN,43.65,111.98,62.49,42,94,8.93,overcast clouds
530,Basoko,CD,1.24,23.62,76.14,69,99,1.1,overcast clouds
531,Kadoshkino,RU,54.03,44.42,49.24,79,0,6.98,clear sky
532,Nelson Bay,AU,-32.72,152.15,57.99,87,64,3.33,broken clouds
533,Teonthar,IN,24.98,81.65,81.23,77,41,4.43,scattered clouds
534,Moberly,US,39.42,-92.44,84.0,68,38,5.99,scattered clouds
535,Fortuna,US,40.6,-124.16,66.99,77,20,9.17,few clouds
536,Dandong,CN,40.13,124.39,57.02,90,82,3.15,broken clouds
537,High Level,CA,58.52,-117.14,60.8,72,75,5.82,broken clouds
538,Sidhauli,IN,27.28,80.83,82.4,88,40,2.24,mist
539,Jacareacanga,BR,-6.22,-57.75,92.57,35,68,3.94,broken clouds
540,Bubaque,GW,11.28,-15.83,79.61,81,100,18.81,overcast clouds
541,Athabasca,CA,54.72,-113.29,65.3,46,76,13.0,broken clouds
542,Antofagasta,CL,-23.65,-70.4,59.0,67,20,13.87,few clouds
543,Dasoguz,TM,41.84,59.97,71.6,43,0,4.7,clear sky
544,Djambala,CG,-2.54,14.75,72.32,84,57,3.13,light rain
545,Breznik,BG,42.74,22.9,64.4,68,75,10.29,broken clouds
546,Chern,RU,53.45,36.91,65.05,56,75,15.12,broken clouds
547,Kribi,CM,2.95,9.92,76.8,90,100,9.51,overcast clouds
548,Ranong,TH,9.97,98.63,80.02,78,87,1.66,overcast clouds
549,Sioux Lookout,CA,50.1,-91.92,50.0,87,75,11.41,light intensity shower rain
550,Winslow,US,35.02,-110.7,91.4,11,1,3.36,clear sky
551,Kysyl-Syr,RU,63.9,122.76,50.81,96,54,3.62,broken clouds
552,Zavetnoye,RU,47.12,43.89,71.82,22,0,17.54,clear sky
553,Khandyga,RU,62.67,135.6,47.86,91,0,4.14,clear sky
554,Mahibadhoo,MV,3.78,72.97,83.05,77,41,19.35,scattered clouds
555,Svetlogorsk,BY,52.63,29.73,60.87,92,100,5.03,overcast clouds
556,Sept-Iles,CA,50.2,-66.38,64.4,63,75,4.7,broken clouds
557,Nandurbar,IN,21.37,74.25,77.56,82,2,2.19,clear sky
558,Nisia Floresta,BR,-6.09,-35.21,78.8,69,20,19.46,few clouds
559,Thinadhoo,MV,0.53,72.93,82.18,77,42,15.73,scattered clouds
560,Hispania,CO,5.8,-75.91,66.2,93,75,5.82,thunderstorm with light rain
561,Volgodonsk,RU,47.51,42.15,73.02,26,1,15.88,clear sky
562,Thunder Bay,CA,48.4,-89.32,62.6,59,75,17.22,light intensity shower rain
563,Mananara,MG,-16.17,49.77,67.66,85,58,9.6,broken clouds
564,Viedma,AR,-40.81,-63.0,55.0,60,100,8.05,light rain
565,Huarmey,PE,-10.07,-78.15,65.82,69,8,11.9,clear sky
566,Burnie,AU,-41.07,145.92,46.99,86,12,4.0,few clouds
567,Ginda,IN,30.69,78.49,63.0,85,100,1.5,overcast clouds
568,Ternate,ID,0.8,127.4,79.61,78,98,3.85,light rain
569,Yeppoon,AU,-23.13,150.73,64.4,88,90,3.36,overcast clouds
570,Balikpapan,ID,-1.27,116.83,74.73,92,98,4.16,overcast clouds
571,Palestine,PS,31.92,35.2,86.0,79,75,2.24,broken clouds
572,Lac Du Bonnet,CA,50.25,-96.06,61.0,83,99,11.99,overcast clouds
573,Firovo,RU,57.48,33.7,60.46,95,87,7.09,overcast clouds
574,Plettenberg Bay,ZA,-34.05,23.37,58.24,81,7,6.22,clear sky
575,Bardejov,SK,49.29,21.27,55.0,100,2,5.99,clear sky
576,Uglegorsk,RU,49.08,142.03,62.13,85,8,8.05,clear sky
577,Honningsvag,NO,70.98,25.97,55.4,71,0,13.87,clear sky
578,Harper,LR,4.38,-7.72,75.92,89,80,9.24,light rain
579,Ukiah,US,39.15,-123.21,91.99,33,1,5.82,haze
580,Yerbogachen,RU,61.28,108.01,49.37,75,100,5.35,overcast clouds
581,Kibaya,TZ,-5.3,36.57,56.75,79,1,5.59,clear sky
582,Pangkalanbuun,ID,-2.68,111.62,74.82,97,97,1.59,overcast clouds
583,Jumla,NP,29.27,82.18,58.82,68,23,2.91,few clouds
584,Salem,IN,11.65,78.17,76.82,84,98,2.04,light rain
585,Fukue,JP,32.69,128.84,77.45,64,3,7.29,clear sky
586,Narsaq,GL,60.92,-46.05,50.0,43,100,3.36,moderate rain
587,Mao,ES,39.89,4.27,71.6,64,20,3.36,few clouds
588,Gorontalo,ID,0.54,123.06,74.43,87,75,2.15,broken clouds
589,Naryan-Mar,RU,67.67,53.09,45.73,90,8,6.31,clear sky
590,Santander,ES,43.46,-3.8,71.01,82,0,2.24,clear sky
591,Emerald,AU,-23.53,148.17,62.6,72,75,2.24,broken clouds
592,Palana,RU,59.12,159.97,47.52,81,0,7.47,clear sky
593,Santiago Del Estero,AR,-27.8,-64.26,75.56,26,0,8.48,clear sky
594,Gaoua,BF,10.3,-3.25,72.95,95,49,3.89,scattered clouds
595,Salinopolis,BR,-0.61,-47.36,80.65,79,7,12.88,clear sky
596,Bella Union,UY,-30.28,-57.6,55.36,82,100,5.66,overcast clouds
597,Watertown,US,42.37,-71.18,78.01,73,75,6.93,broken clouds
598,Pascagoula,US,30.37,-88.56,96.8,50,75,5.82,broken clouds
599,Berdigestyakh,RU,62.1,126.7,49.15,87,0,4.76,clear sky
600,Kulhudhuffushi,MV,6.62,73.07,81.34,79,96,13.78,moderate rain
601,Gloversville,US,43.05,-74.34,73.99,60,40,3.49,scattered clouds
602,Spornoye,RU,50.84,37.29,71.6,49,100,11.18,overcast clouds
603,Clocolan,ZA,-28.91,27.57,50.27,67,0,3.74,clear sky
604,Pringsewu,ID,-5.36,104.97,72.9,90,98,0.76,overcast clouds
605,Chingirlau,KZ,51.09,54.08,52.61,69,0,10.33,clear sky
606,Juneau,US,58.3,-134.42,55.99,87,90,10.29,overcast clouds
607,Gebze,TR,40.8,29.43,75.2,83,0,10.29,clear sky
608,Sola,VU,-13.88,167.55,77.38,78,100,28.07,overcast clouds
609,Belyy Yar,RU,53.6,91.39,57.2,87,8,4.47,clear sky
610,Turayf,SA,31.67,38.66,89.6,15,40,4.7,scattered clouds
611,Pangai,TO,-19.8,-174.35,68.0,94,90,10.29,overcast clouds
612,Cornwall,CA,45.02,-74.73,77.0,53,1,8.05,clear sky
613,Bayugan,PH,8.76,125.77,72.64,95,100,0.47,overcast clouds
614,Zhaotong,CN,27.32,103.72,61.5,93,100,2.3,overcast clouds
615,Jonesboro,US,35.84,-90.7,84.99,69,75,9.17,broken clouds
616,Gouyave,GD,12.16,-61.73,82.4,78,75,9.17,broken clouds
617,Darnah,LY,32.77,22.64,77.22,82,0,19.89,clear sky
618,Ewa Beach,US,21.32,-158.01,86.0,58,1,8.05,clear sky
619,Tieling,CN,42.29,123.84,57.58,93,52,9.86,light rain
620,Husavik,IS,66.04,-17.34,41.0,86,75,20.8,broken clouds
621,Muskegon,US,43.3,-86.13,78.8,57,40,16.11,scattered clouds
622,Nicoya,CR,10.15,-85.45,86.0,74,40,10.29,scattered clouds
623,Kisaran,ID,2.98,99.62,74.44,97,100,1.95,moderate rain
624,Biak,ID,-0.91,122.88,76.21,82,52,6.08,broken clouds
625,Poso,ID,-1.4,120.75,77.04,71,76,3.36,broken clouds
626,Kuala Terengganu,MY,5.33,103.14,78.8,94,20,3.36,few clouds
627,Pionerskiy,RU,54.95,20.23,57.2,93,40,6.71,scattered clouds
628,Magadan,RU,59.57,150.8,53.01,56,1,4.41,clear sky
629,Bichura,RU,50.59,107.6,49.6,81,0,2.57,clear sky
630,Deer Lake,CA,49.17,-57.43,68.0,82,90,11.41,overcast clouds
631,Kathu,TH,7.92,98.33,84.99,94,75,6.93,light rain
632,Hualmay,PE,-11.1,-77.61,64.96,70,40,13.0,scattered clouds
633,Luganville,VU,-15.53,167.17,75.2,73,75,14.99,broken clouds
634,Atasu,KZ,48.68,71.64,51.03,67,18,16.13,few clouds
635,Safaga,EG,26.73,33.94,91.4,26,0,6.93,clear sky
636,Porto Nacional,BR,-10.71,-48.42,95.0,19,82,6.93,broken clouds
637,Adeje,ES,28.12,-16.73,75.0,78,20,13.87,few clouds
638,Tiarei,PF,-17.53,-149.33,82.4,69,20,6.93,few clouds
639,Shimoda,JP,34.67,138.95,75.99,87,80,1.01,broken clouds
640,Tuy Hoa,VN,13.08,109.3,77.22,88,79,3.36,broken clouds
641,Arti,RU,56.42,58.53,39.38,90,0,3.56,clear sky
642,Flers,FR,48.74,-0.57,69.8,68,90,6.93,overcast clouds
643,Edson,CA,53.58,-116.44,64.4,52,75,13.87,broken clouds
644,Matagami,CA,49.75,-77.63,64.4,68,90,14.27,overcast clouds
645,Hounde,BF,11.5,-3.52,74.26,94,79,4.12,light rain
646,Kiama,AU,-34.68,150.87,63.0,59,94,7.0,overcast clouds
647,Kandrian,PG,-6.22,149.55,79.23,86,71,11.83,light rain
648,Tafalla,ES,42.53,-1.67,71.6,53,0,2.24,clear sky
649,Socorro,US,31.65,-106.3,98.6,11,5,4.14,clear sky
650,Pangnirtung,CA,66.15,-65.71,41.0,93,75,14.99,broken clouds
651,Yangambi,CD,0.81,24.43,73.99,77,82,1.45,broken clouds
652,Euclid,US,41.59,-81.53,82.99,54,40,10.29,scattered clouds
653,Bom Jesus,BR,-9.07,-44.36,87.08,31,50,7.43,scattered clouds
654,Raudeberg,NO,61.99,5.14,57.0,89,100,13.2,light rain
655,Anjar,IN,23.13,70.02,82.08,76,94,7.58,overcast clouds
656,Ipua,BR,-20.44,-48.01,81.57,27,62,3.49,broken clouds
657,Yongan,CN,39.7,113.69,50.43,62,0,2.75,clear sky
658,Big Bend,SZ,-26.82,31.93,60.33,87,1,1.59,clear sky
659,Aykhal,RU,66.0,111.5,46.4,87,75,4.47,broken clouds
660,Dangriga,BZ,16.97,-88.23,89.6,66,40,10.29,scattered clouds
661,Nerchinskiy Zavod,RU,51.31,119.61,51.08,79,100,7.45,overcast clouds
662,Leh,IN,34.17,77.58,59.65,37,35,7.0,scattered clouds
663,Omsukchan,RU,62.53,155.8,41.97,67,81,3.78,broken clouds
664,Masty,BY,53.41,24.54,54.43,82,0,7.43,clear sky
665,Halifax,CA,44.65,-63.57,68.0,97,92,3.0,overcast clouds
666,Praxedis Guerrero,MX,31.37,-106.02,98.6,11,5,4.56,clear sky
667,Trairi,BR,-3.28,-39.27,78.6,65,11,14.29,few clouds
668,Coihaique,CL,-45.58,-72.07,46.4,71,75,9.17,light intensity shower rain
669,Mount Gambier,AU,-37.83,140.77,46.4,93,75,10.29,light intensity shower rain
670,Gat,IL,31.61,34.76,84.99,100,0,1.83,clear sky
671,Kaitong,CN,44.81,123.15,56.62,93,100,18.05,moderate rain
672,Sorsk,RU,54.0,90.25,54.7,74,33,5.97,scattered clouds
673,Latung,PH,5.5,120.88,83.44,75,25,6.55,scattered clouds
674,Pundaguitan,PH,6.37,126.17,82.87,71,51,2.3,broken clouds
675,Mongu,ZM,-15.25,23.13,73.45,30,0,7.96,clear sky
676,Mbanza-Ngungu,CD,-5.25,14.87,75.87,64,47,4.45,scattered clouds
677,Shingu,JP,33.73,135.98,76.21,87,100,2.84,heavy intensity rain
678,Huangchuan,CN,32.13,115.04,70.18,63,0,4.81,clear sky
679,Yurla,RU,59.33,54.32,42.87,85,90,3.44,overcast clouds
680,Zhigansk,RU,66.77,123.37,48.02,96,72,13.49,broken clouds
681,Mahajanga,MG,-15.72,46.32,77.0,83,20,6.93,few clouds
682,Haines Junction,CA,60.75,-137.51,53.94,53,81,7.45,broken clouds
683,Visnes,NO,59.36,5.22,59.0,87,15,13.87,few clouds
684,Avera,US,33.19,-82.53,93.2,49,1,8.05,clear sky
685,Pontarlier,FR,46.83,6.25,59.0,63,59,1.01,broken clouds
686,Mayor Pablo Lagerenza,PY,-19.93,-60.77,83.1,29,19,4.61,few clouds
687,Biaora,IN,23.87,76.92,73.56,92,25,4.92,scattered clouds
688,Puerto Escondido,MX,15.85,-97.07,87.8,58,75,4.7,broken clouds
689,Valdivia,CL,-39.81,-73.25,51.8,66,75,13.87,broken clouds
690,Rio Grande,BR,-32.03,-52.1,59.0,80,94,1.01,overcast clouds
691,Muli,MV,2.92,73.57,82.58,78,33,17.74,scattered clouds
692,Manta,EC,-0.95,-80.73,77.0,78,20,14.99,few clouds
693,Cocoa Beach,US,28.32,-80.61,91.0,62,1,10.29,clear sky
694,Yar-Sale,RU,66.83,70.83,43.29,87,24,15.57,few clouds
695,Noumea,NC,-22.28,166.46,66.2,59,90,9.17,overcast clouds
696,Lundazi,ZM,-12.29,33.18,59.81,63,0,6.8,clear sky
697,Flinders,AU,-34.58,150.86,63.0,68,97,1.01,overcast clouds
698,Hammerfest,NO,70.66,23.68,59.0,62,0,17.22,clear sky
699,Durango,MX,24.83,-104.83,75.6,48,99,7.63,overcast clouds
700,Mikhaylovskoye,RU,51.82,79.72,57.06,65,100,6.62,overcast clouds
701,Olinda,BR,-8.01,-34.86,78.8,69,40,11.41,scattered clouds
702,Yanliang,CN,34.66,109.23,70.0,93,0,2.24,clear sky
